GH,XGH,GA,XGA,Side
1,0.56,3,1.46,1
2,2.15,0,0.53,0
0,0.80,1,1.94,1
1,1.72,0,0.83,0
1,1.21,5,4.88,1
0,2.00,1,1.60,0
0,1.06,1,0.63,1
1,2.21,0,1.36,0
3,2.34,1,0.34,0
1,0.72,2,0.69,1
2,1.39,0,0.51,0
0,2.46,3,1.52,1
0,2.16,0,0.82,0
0,1.26,2,0.93,1
0,0.35,3,2.48,1
3,2.05,1,0.43,0
1,1.17,1,0.95,1
1,0.28,3,0.94,0
3,2.03,0,1.83,1
1,1.10,1,0.78,0
3,2.19,0,0.68,1
3,2.41,1,0.09,0
2,0.67,1,1.63,1
6,5.85,3,1.28,0
0,0.87,1,1.21,1
1,2.06,0,1.41,0
2,1.73,2,0.96,0
1,1.01,1,1.71,1
5,3.85,0,0.31,0
1,0.79,1,1.34,1
2,2.18,2,1.66,0
0,0.44,5,2.75,1
1,2.06,2,1.27,0
1,0.89,1,0.47,1
3,2.13,1,0.50,0
1,1.19,2,1.68,1
2,1.53,0,0.81,0
0,0.31,4,1.97,1
