GH,XGH,GA,XGA,Side
2,1.33,1,1.55,1
3,1.31,1,0.90,0
0,0.49,3,2.74,0
0,0.73,1,0.70,1
3,1.26,1,0.38,0
1,1.53,1,0.48,1
2,1.56,1,1.44,1
2,2.61,3,1.52,0
0,0.68,0,0.22,1
1,1.57,0,0.26,0
1,0.53,2,1.97,1
3,1.47,1,0.95,0
1,1.71,0,0.88,1
1,1.24,3,1.30,0
0,0.66,0,0.27,1
3,1.80,0,1.87,0
2,1.32,2,0.75,1
0,0.61,1,1.07,0
4,3.28,1,1.00,1
2,2.39,2,1.09,1
0,0.25,1,2.16,0
0,0.85,2,1.54,0
2,2.28,0,0.38,1
0,0.23,0,1.04,0
3,2.76,2,1.71,1
0,0.87,2,0.70,0
2,0.77,1,1.13,1
2,1.30,0,0.32,1
0,0.44,1,1.70,0
1,0.56,2,1.23,1
4,1.46,1,1.21,0
2,1.27,0,0.36,1
0,0.51,0,1.41,0
1,0.73,0,0.52,0
2,2.29,1,0.39,1
1,0.54,1,1.33,0
1,1.11,3,2.00,1
6,2.16,1,1.02,0
