GH,XGH,GA,XGA,Side
0,0.42,1,0.91,0
0,0.51,0,0.70,1
2,0.64,1,0.29,1
0,0.73,1,0.70,0
0,0.65,3,1.36,1
3,3.14,0,0.23,0
0,0.69,2,2.31,1
3,1.67,0,0.37,0
2,0.82,0,1.19,0
1,0.87,2,2.54,1
0,1.48,0,0.56,0
1,1.13,1,0.86,1
1,2.31,1,1.09,0
0,0.80,1,0.19,0
2,1.98,1,1.01,1
1,1.44,0,0.27,0
1,0.58,1,1.07,1
1,0.60,0,1.42,0
0,0.65,0,0.85,1
0,1.39,0,0.58,1
1,2.37,0,0.61,0
0,0.85,2,1.54,1
5,2.36,0,0.71,0
1,0.71,2,1.12,1
2,0.99,0,0.42,0
1,0.23,2,1.12,1
1,0.93,0,0.77,0
2,1.92,1,0.91,1
0,0.47,4,1.50,0
0,0.76,1,1.90,1
3,1.98,1,0.31,0
3,1.87,3,1.43,1
0,0.62,1,0.86,0
3,1.19,2,0.90,0
3,1.56,2,1.40,1
1,1.27,0,0.15,1
6,3.60,1,1.19,0
0,0.65,1,0.66,1
