GH,XGH,GA,XGA,Side
0,1.85,1,1.02,1
1,0.62,3,1.34,0
1,0.64,3,1.58,1
2,0.44,2,0.66,0
3,1.26,1,0.38,1
2,0.52,1,1.27,0
2,1.64,0,0.70,1
1,1.74,3,2.84,0
2,2.63,1,1.86,1
2,3.07,2,0.53,0
0,1.48,0,0.56,1
2,1.83,1,1.12,0
1,1.10,0,0.25,1
1,1.41,2,1.24,0
3,2.12,1,1.00,1
1,1.34,1,0.87,0
2,1.45,0,0.66,1
2,3.57,0,0.46,0
1,1.11,2,3.36,1
1,1.14,1,1.12,1
1,1.55,1,0.73,0
3,2.69,0,0.42,1
2,2.28,0,0.38,0
1,0.87,1,1.21,1
0,1.68,0,0.13,0
2,2.18,2,2.21,0
1,1.29,3,0.85,1
0,1.46,1,2.38,1
3,3.20,0,0.48,0
1,1.00,0,0.54,1
2,3.44,1,1.94,0
1,0.60,1,0.59,1
2,2.05,0,0.74,0
0,2.28,0,0.82,0
1,3.24,0,0.76,1
1,1.27,0,0.15,0
1,0.81,2,2.07,1
2,1.64,0,0.42,0
