GH,XGH,GA,XGA,Side
2,1.55,1,0.16,0
1,0.62,3,1.34,1
3,1.70,3,1.66,0
0,0.78,0,1.25,1
2,2.56,3,1.63,0
2,2.11,0,0.45,1
2,1.07,0,0.62,0
1,1.17,2,1.02,1
2,1.46,2,1.77,0
1,0.77,3,0.73,1
1,0.96,0,0.40,0
3,1.47,1,0.95,1
1,1.46,1,1.51,0
0,0.80,1,0.19,1
0,0.96,0,1.17,0
1,0.50,1,0.90,1
3,1.41,0,0.76,0
1,0.38,3,1.30,1
0,0.41,0,0.33,0
0,1.39,0,0.58,0
2,2.86,1,0.92,1
2,1.08,3,0.53,0
0,1.21,1,1.36,1
0,0.78,1,1.01,0
1,0.93,1,0.44,1
1,2.26,2,2.08,1
1,1.29,3,0.85,0
1,2.23,0,0.39,0
3,2.20,1,0.27,1
1,2.08,2,2.15,0
2,1.33,1,1.11,1
1,0.62,4,2.35,0
0,2.06,2,0.70,1
0,0.91,2,2.38,1
1,1.56,0,0.42,0
1,1.04,2,2.30,1
1,1.11,3,2.00,0
1,1.08,0,0.12,1
