GH,XGH,GA,XGA,Side
2,1.55,1,0.16,1
2,1.33,2,1.43,0
1,0.81,1,2.30,0
2,2.08,2,2.31,1
0,0.65,3,1.36,0
1,1.26,1,0.67,1
2,1.40,0,0.33,0
2,2.15,2,0.55,1
0,0.44,2,1.47,0
3,4.33,0,0.68,1
2,0.52,1,1.78,0
1,2.00,2,1.28,1
0,0.32,1,1.06,0
1,2.37,0,0.57,1
3,2.50,2,2.02,0
4,2.39,1,0.94,1
2,1.32,2,0.75,0
2,2.14,1,1.22,1
1,1.11,2,3.36,0
2,2.41,0,0.85,0
3,2.27,0,0.40,1
0,0.56,2,1.49,0
5,2.36,0,0.71,1
2,1.28,1,0.83,0
2,1.77,1,0.80,1
1,2.26,2,2.08,0
2,1.39,0,0.37,1
1,0.32,2,2.17,0
3,3.20,0,0.48,1
1,1.01,2,0.75,0
4,1.46,1,1.21,1
0,0.66,1,1.21,0
0,1.07,0,0.85,1
1,0.47,3,2.95,0
0,1.88,1,0.35,1
1,0.72,1,1.07,0
0,1.69,0,1.50,1
4,3.17,1,0.57,1
