GH,XGH,GA,XGA,Side
1,0.37,3,2.13,1
1,0.91,0,0.84,0
0,0.51,0,0.47,1
0,0.78,0,1.25,0
0,0.71,0,0.64,1
4,1.81,0,0.47,0
2,1.58,2,0.96,0
1,1.74,3,2.84,1
1,1.56,3,1.32,1
3,4.33,0,0.68,0
1,1.10,0,0.53,1
1,1.94,2,1.28,0
1,2.31,1,1.09,1
1,0.68,1,1.00,1
2,1.64,0,1.26,0
1,0.40,0,1.71,1
2,1.77,1,0.66,0
0,0.61,1,1.07,1
2,1.39,2,0.96,0
3,1.25,3,1.66,0
2,2.19,1,1.70,1
2,1.08,3,0.53,1
2,1.90,0,1.35,0
2,1.10,2,2.55,1
3,1.62,1,1.85,0
1,1.54,1,0.51,0
0,0.90,1,1.41,1
2,1.30,0,0.32,0
1,0.24,0,1.26,1
2,1.92,0,1.05,0
0,1.51,0,0.38,1
0,0.66,1,1.21,1
1,2.36,0,1.06,0
0,1.99,1,1.22,1
1,3.24,0,0.76,0
0,1.13,1,1.21,0
0,0.91,0,1.76,1
0,0.65,1,0.66,0
