GH,XGH,GA,XGA,Side
0,0.42,1,0.91,1
1,0.87,1,1.61,0
0,0.89,1,0.30,0
0,1.65,1,0.60,1
2,1.06,2,1.46,0
1,1.56,0,1.14,1
3,1.41,1,0.48,0
2,1.76,1,2.27,1
1,1.38,0,0.87,0
2,3.07,2,0.53,1
1,1.28,2,1.25,0
1,1.94,2,1.28,1
1,1.71,0,0.88,0
2,1.91,1,1.29,0
3,2.50,2,2.02,1
1,0.50,1,0.90,0
0,0.41,2,1.45,1
0,1.01,1,1.40,0
2,1.25,0,1.36,1
1,1.41,1,0.93,1
3,2.27,0,0.40,0
0,0.38,1,0.72,0
3,0.78,1,1.12,1
1,0.79,1,0.22,0
1,0.75,4,2.14,1
1,0.23,2,1.12,0
1,0.90,0,0.34,1
2,1.04,0,0.42,1
1,0.96,0,0.20,0
1,2.08,2,2.15,1
2,3.29,1,0.28,0
1,0.60,1,0.59,0
2,2.26,1,1.36,1
1,2.15,1,2.18,1
2,2.08,0,0.32,0
3,2.14,0,0.30,1
0,0.91,0,1.76,0
6,2.16,1,1.02,1
