0.25,0.831,1.083333333333333,1.140666666666667,0.9379999999999999,1.62,2
0.5,0.992,1.1,1.17,1.16,4.25,1
2.383333333333333,1.699833333333333,3.033333333333333,1.304833333333333,1.62,1.16,2
3.083333333333333,2.520833333333333,0.9,1.387,4.25,2.05,3
1.333333333333333,1.164333333333333,2.433333333333334,2.599333333333333,1.34,1.32,0
0.8666666666666667,1.382333333333333,1.233333333333333,1.082833333333333,0.675,0.774,3
0.5333333333333333,1.689833333333334,2.083333333333333,2.371833333333333,1.04,1.32,2
0.7333333333333334,1.518833333333333,1.033333333333333,1.7525,1.43,0.711,3
2.033333333333333,1.185,0.3333333333333333,1.213333333333333,2.44,1.15,0
2.083333333333333,1.682833333333333,1.866666666666667,0.9546666666666668,0.474,2.74,0
1.283333333333333,1.366,2.083333333333333,1.187833333333333,5.73,0.9379999999999999,1
2.566666666666667,1.681166666666667,1.816666666666667,1.708833333333333,12.06,3,1
1.666666666666667,1.2115,0.3333333333333333,1.258333333333333,1.32,4.25,0
0.5833333333333333,1.151166666666667,2.366666666666667,0.8374999999999999,2.05,1.43,0
0.8333333333333333,0.7918333333333334,1.333333333333333,1.2545,1.16,0.474,2
0.6666666666666666,0.8458333333333334,1.483333333333333,1.343833333333333,0.9379999999999999,0.675,0
1.416666666666667,1.586166666666667,1.233333333333333,1.220166666666667,3,1.34,4
0.7333333333333334,1.022166666666667,0.9166666666666666,1.207166666666667,1.15,5.73,0
1.033333333333333,0.6443333333333334,0.25,1.008,1.32,2.44,1
1.283333333333333,0.9425,1.366666666666667,0.7271666666666666,0.774,1.04,0
1.9,0.9750000000000001,0.8333333333333333,0.5876666666666667,0.711,12.06,0
0.8333333333333333,1.317,1.616666666666667,1.171833333333333,2.74,1.62,1
1.283333333333333,1.468,1.466666666666667,1.832166666666667,5.73,1.32,0
2.7,2.008333333333333,0.5833333333333333,0.7985,1.43,12.06,1
0.25,0.7051666666666667,1.883333333333333,1.1275,1.15,0.9379999999999999,2
1.9,1.177833333333334,3.3,2.816,0.675,1.32,3
0.7,0.7903333333333332,1.45,1.760333333333334,2.44,0.774,1
0.8,0.8099999999999999,2.116666666666667,1.06,1.34,1.16,0
1.616666666666667,1.0445,2.75,1.1965,1.62,2.05,2
1.55,1.334333333333333,2.45,2.874833333333333,0.474,0.711,0
0.8666666666666667,1.988166666666667,0.9833333333333334,1.327,1.04,3,1
5.05,3.533,1.5,1.270333333333333,4.25,2.74,2
0.65,0.4541666666666667,1.483333333333333,2.2805,1.32,1.62,1
0.75,0.7763333333333333,0.7,0.8286666666666667,0.711,4.25,1
1.283333333333333,0.663,0.8333333333333333,0.7743333333333333,1.32,1.15,1
0.45,0.5905,2.783333333333333,1.6405,0.774,1.34,0
0.7,1.756333333333333,1.116666666666667,0.9113333333333333,2.05,0.474,2
2.116666666666667,1.012833333333333,0.45,0.5771666666666666,1.16,0.675,3
1.283333333333333,1.427,1.65,0.6883333333333334,2.74,1.43,0
