GH,XGH,GA,XGA,Side
2,1.27,4,1.28,0
5,2.78,1,0.43,1
2,3.54,1,0.64,0
1,0.87,0,0.65,1
4,2.82,1,1.03,0
2,1.32,2,2.75,1
2,0.99,2,1.37,0
0,1.07,0,0.32,1
2,1.67,1,0.54,0
3,2.08,3,1.24,1
1,1.59,0,0.98,1
2,0.59,0,0.36,0
3,1.06,1,1.73,1
1,1.07,1,0.50,0
1,0.89,1,1.26,1
1,0.86,0,0.52,0
1,2.51,0,0.72,1
5,3.95,0,0.41,0
1,0.51,1,0.33,1
3,0.86,1,0.98,1
1,0.55,0,0.80,0
0,0.84,1,1.42,1
2,2.40,1,0.57,0
0,1.72,1,0.90,1
3,3.09,3,2.19,0
5,1.52,2,1.31,1
4,1.66,3,1.21,0
1,1.58,0,0.34,1
3,1.97,1,0.94,0
3,1.84,1,0.81,0
4,2.26,1,1.02,1
5,3.27,1,0.67,0
1,0.97,1,0.49,1
3,2.57,0,0.12,0
0,0.53,5,2.70,1
1,1.55,0,0.30,0
1,0.61,4,1.61,1
3,1.56,0,0.99,0
