GH,XGH,GA,XGA,Side
1,0.98,1,1.76,1
5,2.78,1,0.43,0
1,1.96,2,1.12,1
2,1.96,2,1.42,0
1,0.89,2,1.58,1
3,1.73,1,0.82,0
0,0.67,1,0.24,1
7,3.05,1,0.31,0
0,0.55,0,0.24,1
1,1.75,0,0.04,0
1,2.10,1,1.71,1
1,1.58,1,0.62,0
3,2.10,1,0.76,0
2,1.91,1,1.93,1
1,2.80,1,0.96,0
0,0.65,2,2.11,1
5,4.18,0,0.42,0
1,1.66,1,1.16,1
3,0.83,1,0.28,0
2,2.45,0,0.32,0
1,0.55,0,0.80,1
4,4.09,0,0.67,0
4,1.56,1,0.25,1
3,1.72,1,0.52,0
2,0.74,1,1.09,1
1,2.11,0,0.05,0
0,0.54,1,1.63,1
3,2.98,1,1.17,0
1,0.51,4,3.20,1
0,1.35,0,0.41,0
1,0.73,3,2.25,1
0,0.94,3,1.79,1
2,3.40,0,0.60,0
0,0.09,2,1.25,1
2,2.10,1,0.59,0
0,0.80,4,4.02,1
2,2.15,1,0.82,0
1,0.65,2,0.76,1
