GH,XGH,GA,XGA,Side
2,1.62,1,0.36,0
1,1.36,0,2.06,1
1,1.96,2,1.12,0
1,0.77,1,1.22,1
2,0.47,1,1.78,0
2,1.68,0,0.09,1
1,1.67,1,0.45,0
2,0.80,3,1.40,1
3,0.85,3,2.02,0
2,1.46,1,1.50,1
1,1.59,0,0.98,0
1,0.91,0,0.59,1
3,2.55,1,0.35,1
3,1.44,1,0.99,0
0,0.48,0,0.26,1
1,0.89,1,0.82,0
0,0.65,2,1.08,1
2,0.45,3,2.48,0
0,0.73,4,2.44,1
3,1.45,1,1.03,1
0,0.87,4,1.25,0
4,4.09,0,0.67,1
2,1.82,0,0.32,0
3,1.80,0,0.14,1
2,1.98,2,0.68,0
1,1.20,4,2.06,1
1,1.30,1,0.99,0
1,0.92,1,0.23,1
2,1.21,3,1.99,0
3,1.84,1,0.81,1
0,0.63,2,0.52,0
2,0.31,0,0.43,0
0,0.25,1,0.45,1
0,1.62,0,0.16,0
2,1.08,0,0.89,1
1,1.30,0,0.29,0
0,0.52,1,1.13,1
4,4.78,2,0.82,0
