GH,XGH,GA,XGA,Side
0,0.27,3,2.74,0
2,2.02,1,0.24,1
5,3.80,2,1.04,1
0,0.83,2,1.24,0
1,1.34,1,1.03,1
2,1.32,2,2.75,0
1,1.67,1,0.45,1
1,0.91,6,3.99,0
2,3.53,1,1.38,1
1,1.37,4,2.77,0
3,2.63,0,0.27,1
0,1.08,3,2.03,0
2,2.90,1,1.46,1
1,1.74,1,1.36,0
3,1.17,2,0.65,1
5,4.18,0,0.42,1
2,0.45,1,2.07,0
2,1.99,1,0.40,1
3,1.07,0,0.25,1
1,0.89,3,2.36,0
2,1.27,0,0.07,1
2,0.83,1,0.99,0
2,1.13,3,3.36,0
3,3.09,3,2.19,1
1,1.20,4,2.06,0
2,1.01,1,0.47,1
1,1.96,2,2.09,0
3,1.54,0,1.17,1
2,1.67,4,2.43,0
1,1.35,1,1.08,1
2,0.47,3,1.67,0
2,2.90,3,2.06,1
2,1.40,6,4.95,0
2,2.42,1,0.97,1
0,0.80,4,4.02,0
4,1.90,1,0.88,1
1,0.90,4,3.64,0
0,1.16,2,2.55,0
