GH,XGH,GA,XGA,Side
1,4.18,1,0.03,1
0,0.19,0,0.70,0
0,0.70,4,2.42,0
5,2.53,0,0.50,1
1,1.32,1,0.30,0
1,2.13,0,0.23,1
0,1.01,2,3.29,0
7,3.05,1,0.31,1
1,1.14,0,0.77,0
4,1.97,2,0.24,1
2,1.99,0,0.58,0
0,1.08,3,2.03,1
0,1.15,3,1.48,0
0,0.58,0,0.81,1
3,1.25,0,0.73,0
1,0.86,0,0.52,1
0,0.65,2,1.08,0
1,0.88,0,0.43,1
2,0.68,2,0.58,0
0,1.25,0,0.32,0
2,1.87,0,0.73,1
3,2.48,2,1.47,1
1,1.63,4,2.50,0
1,0.78,2,1.83,1
1,1.24,1,0.37,0
3,1.76,0,0.32,1
0,0.54,1,1.63,0
3,2.49,1,0.50,1
0,0.84,2,1.06,0
1,2.84,0,0.35,1
1,1.35,1,1.08,0
3,2.86,0,0.12,1
0,0.81,1,0.87,0
0,1.32,1,0.86,1
0,0.53,5,2.70,0
1,1.30,0,0.29,1
1,0.49,1,0.16,0
3,3.09,1,1.00,1
