GH,XGH,GA,XGA,Side
6,3.84,2,0.25,1
0,0.63,1,2.34,0
1,1.35,2,0.29,1
1,1.18,5,2.95,0
1,1.32,1,0.30,1
0,0.63,5,3.67,0
4,1.53,3,2.28,0
4,4.86,0,0.28,1
2,0.84,3,2.05,0
1,1.75,0,0.04,1
1,1.55,2,2.18,0
0,1.45,0,0.56,1
1,1.04,1,0.65,0
1,1.74,1,1.36,1
0,0.15,3,3.17,0
4,2.95,1,0.47,1
1,0.36,1,1.07,0
5,3.95,0,0.41,1
0,0.73,4,2.44,0
1,1.32,1,1.13,0
3,1.55,0,0.73,1
0,0.91,6,2.96,0
2,2.60,1,0.84,1
1,0.78,2,1.83,0
6,2.99,1,1.08,1
5,2.84,0,0.72,1
2,1.39,1,1.51,0
4,4.19,2,1.02,1
1,0.51,4,3.20,0
3,1.13,0,0.71,1
2,1.26,0,1.18,0
3,3.14,2,1.33,1
2,2.90,3,2.06,0
7,3.75,1,0.10,1
0,0.53,3,1.82,0
4,3.26,1,1.18,1
1,0.61,4,1.61,0
4,4.78,2,0.82,1
