GH,XGH,GA,XGA,Side
1,1.75,0,1.38,0
0,1.30,0,0.32,1
3,1.72,1,0.26,0
2,0.87,2,0.29,1
3,1.82,3,2.45,0
0,0.72,0,1.18,1
1,1.22,1,1.04,0
1,1.01,2,1.46,1
2,2.24,0,0.91,0
0,0.38,1,1.46,0
2,1.62,0,0.53,1
2,1.79,2,0.69,0
1,1.50,4,3.36,1
1,1.38,1,0.88,0
0,1.46,0,0.52,1
2,2.98,0,0.05,0
2,1.29,2,1.52,1
4,3.19,1,1.12,1
1,1.29,0,0.88,0
0,0.16,3,2.15,1
0,0.49,2,0.93,0
1,0.60,1,0.57,1
1,0.57,0,0.27,0
0,0.43,1,0.65,1
3,2.69,0,1.21,0
2,2.10,0,1.11,1
1,0.50,0,0.84,1
0,1.07,0,1.27,0
2,1.28,3,2.30,1
2,1.21,2,2.05,0
1,1.71,2,1.32,1
1,1.57,1,1.89,0
2,0.66,1,1.92,1
2,0.59,1,0.66,0
