GH,XGH,GA,XGA,Side
2,2.57,1,1.20,1
1,1.31,1,1.50,0
2,1.23,0,0.31,1
0,0.20,0,1.04,0
4,3.48,0,0.40,1
0,0.82,2,3.47,0
4,2.70,0,0.44,1
6,2.50,0,0.00,1
0,0.65,0,1.20,0
2,2.64,1,0.94,1
0,0.22,4,3.03,0
4,2.09,0,1.38,1
0,0.26,1,1.94,0
1,0.95,0,0.39,1
0,0.29,4,2.22,0
2,2.98,0,0.05,1
1,0.49,2,0.83,0
4,2.18,1,1.92,0
1,0.38,1,0.99,1
0,0.13,2,0.10,0
8,4.18,0,0.23,1
0,0.38,6,3.13,0
4,3.92,1,0.49,1
1,0.21,3,1.34,0
0,0.29,4,2.18,0
0,0.71,2,0.60,1
0,0.52,1,0.76,0
3,2.15,0,0.24,1
0,0.67,2,1.52,0
1,0.90,0,0.95,1
2,1.12,0,1.21,0
0,1.18,1,2.58,1
2,0.66,1,1.92,0
2,2.34,0,0.33,1
