GH,XGH,GA,XGA,Side
0,0.48,2,1.15,1
2,1.00,3,2.30,0
3,1.72,1,0.26,1
2,0.97,0,2.10,0
2,2.14,2,1.48,1
2,1.08,1,0.66,0
0,1.20,1,1.43,1
2,0.90,1,0.83,0
0,1.62,1,0.70,1
2,2.64,1,0.94,0
1,2.28,0,0.03,1
2,0.64,2,1.92,0
2,2.22,0,0.77,0
1,1.58,0,0.20,1
1,0.76,0,0.84,0
2,1.30,2,1.39,1
2,2.37,1,0.60,0
0,0.34,0,0.45,0
0,0.94,1,1.05,1
0,0.16,3,2.15,0
4,2.75,2,0.69,1
2,1.56,3,1.56,0
3,4.81,0,0.04,1
0,0.74,0,0.51,0
0,0.54,0,0.94,1
2,0.93,3,2.31,0
0,0.52,1,0.76,1
3,2.09,1,0.70,0
3,3.21,0,0.12,1
2,2.47,0,0.37,1
1,1.62,1,1.18,0
2,1.79,0,0.14,1
2,1.66,1,1.77,0
3,2.90,2,0.96,1
