GH,XGH,GA,XGA,Side
2,1.18,1,0.96,0
1,1.31,1,1.50,1
4,3.38,1,1.82,0
2,1.78,2,0.84,1
0,0.99,3,1.37,0
2,1.08,1,0.66,1
2,3.23,1,0.85,0
2,0.80,0,0.85,1
1,0.84,0,0.15,0
1,1.71,0,0.69,1
2,1.62,0,0.53,0
3,1.12,2,1.23,1
4,1.56,1,2.05,1
0,0.68,4,1.70,0
1,1.21,2,1.14,1
1,1.41,2,1.15,0
0,1.53,0,1.37,1
1,2.00,0,0.92,1
1,0.38,1,0.99,0
1,1.03,0,0.33,1
1,1.12,0,1.10,0
1,1.19,1,1.38,1
3,4.81,0,0.04,0
3,2.12,1,1.95,1
2,1.64,2,1.99,0
0,1.80,1,1.32,1
0,0.93,0,0.93,0
0,1.07,0,1.27,1
1,1.08,1,0.29,0
2,1.54,0,1.25,0
3,2.47,2,1.14,1
2,1.53,0,0.24,0
1,1.05,0,0.87,1
2,1.10,0,1.10,0
