GH,XGH,GA,XGA,Side
2,0.35,2,1.84,0
0,1.01,0,0.56,1
1,1.72,3,2.37,0
2,0.97,0,2.10,1
2,1.45,2,1.10,0
0,0.61,0,1.09,1
1,1.66,1,1.10,0
2,1.06,1,1.04,1
3,4.06,0,1.62,0
1,1.19,2,1.66,1
0,2.07,0,0.29,0
2,1.79,2,0.69,1
4,1.56,1,2.05,0
2,2.03,1,1.02,0
1,1.35,1,0.55,1
0,0.54,0,0.48,0
1,0.49,2,0.83,1
5,2.88,0,0.72,1
1,1.71,1,1.19,0
0,1.52,2,1.77,1
4,2.75,2,0.69,0
3,1.30,1,0.85,1
2,2.25,0,2.17,0
2,1.21,2,1.45,1
0,0.95,2,1.63,0
1,1.03,1,0.81,1
0,0.72,0,0.92,0
2,2.21,3,0.97,1
2,1.28,3,2.30,0
2,1.54,0,1.25,1
1,0.67,2,0.60,1
2,2.70,0,0.28,0
2,1.68,0,1.01,1
2,2.34,0,0.33,0
