GH,XGH,GA,XGA,Side
2,1.18,1,0.96,1
0,1.01,0,0.56,0
2,2.23,0,0.98,1
2,2.05,0,0.55,0
1,0.41,0,0.70,1
1,0.83,0,0.85,0
4,2.70,0,0.44,0
0,0.56,3,1.62,1
0,1.62,1,0.70,0
1,1.12,0,0.35,1
0,0.36,2,1.09,0
1,0.78,3,2.37,1
4,2.00,3,1.81,0
1,1.68,3,1.86,1
3,1.85,3,1.54,0
2,1.34,0,0.69,1
2,1.29,2,1.52,0
1,2.00,0,0.92,0
1,1.71,1,1.19,1
2,0.67,1,2.25,0
1,0.86,2,0.98,1
1,1.54,1,0.98,0
1,1.54,1,0.74,1
1,0.21,3,1.34,1
2,3.31,0,0.40,0
2,0.93,3,2.31,1
2,1.04,2,1.33,0
1,1.68,1,0.36,1
4,2.61,0,0.33,0
1,1.30,2,1.26,1
2,1.53,2,1.42,0
1,1.17,1,0.49,1
1,1.04,2,0.47,0
2,0.59,1,0.66,1
