GH,XGH,GA,XGA,Side
1,1.75,0,1.38,1
2,1.00,2,1.60,0
0,0.85,1,1.00,1
2,1.78,2,0.84,0
2,1.45,2,1.10,1
1,1.09,2,0.23,0
3,2.50,2,1.12,1
3,2.38,1,0.56,0
4,2.98,5,3.13,1
1,1.12,0,0.35,0
0,0.22,4,3.03,1
1,0.60,3,1.74,0
2,2.22,0,0.77,1
5,3.83,2,1.44,1
3,3.33,2,2.43,0
4,2.74,4,2.05,1
1,0.86,1,1.46,0
4,3.19,1,1.12,0
1,0.95,1,1.86,1
2,1.76,2,2.01,0
1,1.12,0,1.10,1
3,1.30,1,0.85,0
2,2.21,1,1.43,1
4,1.75,2,1.89,0
4,1.73,0,0.63,1
3,2.22,1,1.35,0
2,1.04,2,1.33,1
3,2.15,0,0.24,0
0,1.46,0,1.07,1
2,2.47,0,0.37,0
1,2.87,0,1.22,0
3,0.91,1,0.79,1
0,1.08,0,0.04,0
2,1.11,1,0.84,1
