GH,XGH,GA,XGA,Side
2,1.76,2,1.19,0
1,2.51,1,1.30,1
3,1.98,3,1.73,0
4,2.91,2,2.02,0
0,0.99,3,1.37,1
2,1.24,1,0.33,0
1,1.22,1,1.04,1
6,2.50,0,0.00,0
0,0.51,1,0.52,1
1,1.19,2,1.66,0
2,0.65,0,0.77,1
2,2.61,0,1.15,0
4,4.48,0,0.84,1
5,3.83,2,1.44,0
3,1.85,3,1.54,1
4,2.07,1,0.31,0
2,2.37,1,0.60,1
2,0.84,0,0.10,1
1,1.33,2,0.58,0
2,0.89,1,1.75,1
3,2.63,2,0.59,1
1,1.19,1,1.38,0
3,1.44,5,2.55,1
0,0.43,1,0.65,0
0,0.29,4,2.18,1
1,1.77,1,0.57,0
0,0.72,0,0.92,1
3,2.35,2,0.45,0
1,1.35,0,0.43,1
2,1.97,2,0.96,0
1,2.87,0,1.22,1
1,1.17,1,0.49,0
0,1.21,2,1.45,1
3,2.90,2,0.96,0
