GH,XGH,GA,XGA,Side
0,0.52,0,0.91,1
0,0.72,2,1.30,0
0,0.33,0,0.39,0
0,0.55,0,0.77,1
1,0.41,0,0.70,0
0,0.82,2,3.47,1
3,2.50,2,1.12,0
2,0.90,1,0.83,1
0,0.51,1,0.52,0
0,0.38,1,1.46,1
3,1.20,4,1.31,0
1,1.13,2,0.47,1
5,2.38,1,0.95,0
1,1.19,2,1.35,1
1,1.21,2,1.14,0
0,0.54,0,0.48,1
2,0.53,1,0.40,0
0,0.60,2,1.16,0
0,0.31,0,0.62,1
0,1.04,0,0.58,1
1,0.80,0,0.39,0
1,1.54,1,0.98,1
4,3.92,1,0.49,0
4,1.75,2,1.89,1
0,0.54,0,0.94,0
1,1.77,1,0.57,1
1,0.50,0,0.84,0
3,2.56,2,2.32,1
0,1.07,0,0.54,0
1,1.30,1,1.19,1
0,1.43,0,0.29,0
2,1.53,0,0.24,1
2,1.68,0,1.01,0
2,0.91,2,2.06,1
