GH,XGH,GA,XGA,Side
1,1.82,0,0.12,0
0,0.94,2,1.98,1
1,2.83,0,0.96,0
0,0.37,3,3.97,1
0,1.10,1,2.53,0
1,0.77,3,1.61,1
2,3.16,1,0.53,0
3,2.35,1,0.28,1
0,1.72,0,0.21,0
1,0.99,2,0.91,1
2,1.94,1,1.87,0
3,1.18,1,0.93,1
2,2.34,1,1.06,0
1,1.62,2,2.64,0
2,1.61,0,0.53,1
1,1.29,2,2.34,0
2,1.53,2,2.70,1
1,1.21,0,1.06,0
1,2.11,0,0.43,1
4,2.58,2,0.90,0
1,0.58,1,1.25,1
1,0.92,0,0.57,0
4,2.33,1,1.39,1
0,1.04,1,0.71,0
0,1.48,1,1.28,1
1,0.80,1,1.17,0
1,0.68,1,2.34,1
1,1.04,2,1.15,1
1,1.17,1,1.17,0
0,1.04,1,0.96,1
