GH,XGH,GA,XGA,Side
0,0.43,2,2.28,0
1,1.25,4,2.33,1
1,0.39,1,1.56,0
1,0.72,3,2.56,1
1,0.66,0,1.03,0
1,1.93,1,0.78,0
3,1.92,3,1.60,1
0,0.43,1,0.49,0
3,1.52,1,0.86,1
1,0.99,2,0.91,0
1,0.74,1,1.11,1
3,1.89,2,0.79,0
3,2.21,1,0.87,1
0,0.71,1,1.49,0
1,0.72,2,0.53,1
3,1.02,0,0.13,0
3,2.49,1,0.67,1
2,2.64,2,0.95,0
1,0.64,1,1.34,1
4,1.27,2,0.70,1
1,2.47,1,0.86,0
1,0.77,0,0.27,1
6,3.36,0,0.96,0
0,1.04,1,0.71,1
1,0.95,1,0.43,0
0,0.06,3,2.94,1
1,0.69,1,0.66,0
0,0.39,1,0.92,1
1,1.32,0,0.09,0
2,1.68,0,0.91,1
