GH,XGH,GA,XGA,Side
2,3.12,2,0.87,0
1,1.00,2,1.06,1
1,0.66,1,0.75,0
0,0.35,1,2.85,1
0,1.38,1,0.68,0
0,0.18,3,1.63,1
2,1.96,0,0.48,0
0,0.43,1,0.49,1
4,2.40,1,1.42,0
1,1.98,1,0.19,0
1,0.33,1,1.45,1
3,1.18,1,0.93,0
1,1.84,0,2.02,1
2,3.00,0,0.21,0
2,1.04,1,0.78,1
1,1.08,1,0.90,0
2,2.20,2,1.62,1
1,3.41,1,0.43,0
1,1.33,1,1.87,1
2,1.46,0,0.19,0
0,0.21,1,0.33,1
1,0.77,0,0.27,0
1,0.20,0,0.21,1
2,1.13,0,0.52,1
4,1.46,0,0.12,0
1,0.80,1,1.17,1
1,1.15,0,0.21,0
1,0.62,3,1.57,1
1,0.37,0,0.17,0
3,1.95,1,1.02,1
