GH,XGH,GA,XGA,Side
0,0.91,1,1.33,1
0,1.26,0,1.13,0
0,1.76,0,0.70,1
1,0.76,0,0.40,1
0,0.85,0,0.47,0
1,2.13,1,1.04,0
1,1.94,0,0.89,0
0,1.16,1,1.59,1
2,1.81,0,1.10,1
1,0.39,1,0.69,0
1,0.98,2,1.31,1
0,0.92,0,0.38,0
1,1.48,1,0.62,1
1,1.09,1,1.37,0
2,1.42,0,0.40,0
1,0.41,0,0.37,1
1,1.12,2,1.39,0
3,2.16,0,0.42,1
1,1.10,1,1.53,0
1,0.84,1,0.36,1
1,0.76,0,0.22,0
1,1.84,3,0.77,1
1,1.79,1,1.51,0
1,0.83,0,0.44,1
1,1.68,1,1.12,1
0,1.71,0,0.10,0
1,0.75,0,0.63,1
3,1.93,0,0.36,0
2,1.58,0,0.36,1
1,1.11,2,1.09,0
1,0.26,0,0.90,1
0,0.53,3,0.96,0
4,2.61,1,0.74,1
2,1.06,4,1.40,0
0,0.90,0,0.24,1
0,0.50,1,1.18,0
0,1.26,0,0.09,1
0,0.69,1,1.62,0
