GH,XGH,GA,XGA,Side
1,0.27,0,0.41,1
0,0.39,0,0.17,0
1,1.91,0,0.40,1
2,2.98,0,0.36,0
0,0.59,2,2.25,1
2,1.36,0,0.38,0
1,0.54,4,1.86,1
0,1.16,1,1.59,0
3,1.84,0,0.88,1
0,1.21,2,1.47,0
0,0.38,1,0.54,1
1,1.44,2,1.94,0
2,1.89,1,0.58,0
1,1.23,0,0.40,0
0,1.12,0,0.23,1
0,0.88,0,0.71,1
1,1.35,1,1.36,0
1,1.06,1,0.66,1
0,1.84,0,1.03,0
2,1.96,1,1.21,1
2,1.22,2,0.71,0
2,0.95,2,0.87,1
0,0.77,1,0.80,0
3,1.89,1,0.52,1
0,0.56,0,0.79,0
2,1.34,1,0.84,1
0,1.39,0,0.36,1
4,1.22,1,0.83,0
0,0.18,0,0.34,0
2,1.06,0,0.17,1
2,2.34,0,0.29,0
0,0.53,3,0.96,1
2,0.69,1,1.64,0
0,0.40,2,0.86,1
1,0.80,1,0.21,0
1,1.95,0,0.58,1
1,0.88,2,1.33,1
4,4.18,0,0.56,0
