GH,XGH,GA,XGA,Side
2,0.46,1,0.80,0
1,0.72,0,0.16,1
1,0.73,2,0.42,0
3,1.91,1,1.41,1
0,0.59,2,2.25,0
1,2.13,1,1.04,1
1,0.50,1,1.70,0
1,1.25,1,0.96,1
1,1.47,1,1.53,0
1,0.75,4,2.10,1
1,1.27,1,0.93,0
0,0.19,1,0.70,1
0,1.62,2,0.80,0
2,1.61,2,2.04,1
2,1.16,2,1.04,0
0,1.06,1,0.82,1
1,1.47,1,0.77,0
1,1.69,1,0.99,1
0,0.82,2,1.13,0
2,0.87,2,1.00,1
2,0.87,4,3.43,0
1,1.43,0,0.35,1
4,1.55,0,0.72,0
0,0.60,1,0.66,1
1,1.68,1,1.12,0
1,0.71,0,0.66,1
1,1.39,0,0.35,0
1,0.49,2,1.32,0
4,1.22,1,0.83,1
2,1.38,2,2.47,1
2,2.01,5,1.82,0
3,1.14,1,0.33,1
3,2.17,0,0.63,0
0,0.49,3,2.24,1
1,0.92,1,1.56,1
4,3.86,0,0.23,0
2,1.29,0,0.52,0
1,1.34,2,1.33,1
