GH,XGH,GA,XGA,Side
0,1.08,0,0.77,0
1,1.72,1,1.36,1
0,0.55,1,2.36,1
4,2.42,1,0.42,0
3,1.36,1,0.74,1
2,1.63,3,2.12,0
2,1.07,0,0.72,1
2,1.18,1,0.51,0
3,1.47,2,0.76,1
1,1.65,1,0.51,0
1,1.27,1,0.93,1
2,0.96,2,1.67,0
4,3.26,1,1.51,1
1,1.05,2,1.67,1
1,1.10,1,0.99,0
0,0.36,0,1.04,1
2,2.28,3,1.02,0
3,2.16,0,0.42,0
0,1.84,0,1.03,1
2,0.87,2,1.00,0
0,0.66,2,0.69,1
2,0.47,1,1.23,0
2,1.51,0,1.47,1
3,2.61,1,0.51,0
1,0.41,1,0.64,1
2,1.34,1,0.84,0
4,2.45,3,0.88,1
0,0.83,1,2.32,0
0,1.60,0,0.10,0
1,1.57,1,1.26,1
5,4.14,1,0.44,0
1,0.84,3,2.27,1
1,0.82,2,2.29,0
1,0.36,1,0.74,1
2,0.98,0,0.29,0
0,0.50,1,1.18,1
3,1.50,0,1.34,0
1,1.29,0,1.46,1
