GH,XGH,GA,XGA,Side
0,2.18,1,0.95,1
1,0.94,0,0.40,0
6,3.21,0,0.27,1
2,1.79,0,0.91,0
4,1.62,1,0.49,1
1,1.05,1,2.16,1
1,0.86,1,0.65,0
1,1.57,2,1.10,1
2,3.64,1,1.78,0
1,1.65,1,0.51,1
1,0.98,2,1.31,0
0,0.38,1,0.54,0
0,0.63,1,0.41,1
0,0.71,2,1.78,0
3,1.79,3,1.82,1
0,1.06,1,0.82,0
2,1.54,2,0.84,1
1,1.23,1,1.18,1
1,1.39,1,0.32,0
0,1.02,0,0.49,1
1,0.71,3,1.99,0
1,2.48,1,0.87,0
1,1.79,1,1.51,1
0,0.51,1,0.14,0
1,0.99,2,1.75,1
1,0.83,1,2.13,0
1,0.84,1,0.98,1
1,1.60,1,1.57,1
1,1.36,1,1.10,0
1,1.57,1,1.26,0
2,2.01,5,1.82,1
2,0.97,1,0.53,0
0,0.37,0,0.55,1
2,1.04,1,0.47,0
1,0.80,1,0.21,1
0,0.46,1,1.40,0
1,2.15,0,1.65,1
1,0.74,1,2.46,0
