GH,XGH,GA,XGA,Side
0,0.91,1,1.33,0
2,1.58,0,0.15,1
0,0.37,1,0.76,0
0,0.14,3,2.14,0
2,1.55,2,0.86,1
1,0.87,1,1.48,0
3,3.11,0,0.42,1
1,0.54,4,1.86,0
2,3.64,1,1.78,1
0,0.63,2,1.78,0
4,4.47,1,0.57,1
0,0.19,1,0.70,0
5,2.03,0,0.22,1
1,1.05,2,1.67,0
4,3.14,1,0.29,1
0,0.59,0,0.65,0
0,0.56,3,3.77,0
5,2.93,1,0.19,1
0,1.12,3,2.46,0
2,2.59,0,0.23,1
0,0.67,1,0.85,0
5,2.63,1,0.34,1
0,0.66,2,2.05,0
3,2.61,1,0.51,1
1,0.99,2,1.75,0
0,1.71,0,0.10,1
4,2.12,1,0.68,1
2,1.45,1,0.34,0
0,1.58,0,0.24,1
0,1.37,9,4.30,0
0,2.31,2,1.91,1
4,2.08,1,0.57,1
0,0.38,2,2.10,0
6,3.92,0,0.80,1
4,3.86,0,0.23,1
0,0.36,4,2.05,0
1,0.87,1,2.10,0
4,4.18,0,0.56,1
