GH,XGH,GA,XGA,Side
0,2.18,1,0.95,0
1,1.54,0,1.13,1
2,1.10,1,0.95,0
0,0.85,4,1.09,1
1,0.40,3,1.61,0
2,1.66,1,1.03,1
2,1.07,0,0.72,0
2,2.23,0,0.27,1
1,1.49,0,0.76,1
0,0.55,1,1.34,0
0,1.21,2,1.47,1
1,0.70,0,0.28,0
2,1.23,1,1.31,1
0,0.51,0,0.38,1
1,0.72,4,1.73,0
1,0.62,1,0.65,0
1,1.12,2,1.39,1
1,1.69,1,0.99,0
0,1.12,3,2.46,1
2,1.19,0,1.05,0
1,0.71,3,1.99,1
1,1.95,2,0.60,0
2,2.24,0,1.46,1
1,0.83,0,0.44,0
0,1.85,2,2.40,1
4,3.89,1,1.10,0
1,1.39,0,0.35,1
1,1.76,2,1.45,0
2,1.25,2,0.52,1
1,1.16,0,0.90,0
2,1.36,1,0.54,1
2,0.87,0,0.24,0
1,0.82,2,2.29,1
6,3.92,0,0.80,0
1,0.87,1,0.53,0
0,1.72,0,0.46,1
1,0.88,2,1.33,0
1,1.93,0,2.03,1
