GH,XGH,GA,XGA,Side
2,0.46,1,0.80,1
1,1.72,1,1.36,0
3,1.28,0,1.37,1
2,1.87,1,0.61,0
4,1.62,1,0.49,0
1,0.63,3,1.89,1
2,2.51,0,0.34,0
3,1.83,0,1.18,1
1,2.31,0,0.46,0
0,0.63,2,1.78,1
2,0.37,0,0.90,0
1,0.70,0,0.28,1
1,1.48,1,0.62,0
1,0.56,2,1.91,1
0,1.12,0,0.23,0
1,0.96,0,0.43,1
1,0.22,2,2.24,1
1,1.39,1,0.48,0
2,0.60,0,0.72,1
2,2.59,0,0.23,0
1,0.52,0,0.85,1
1,2.03,0,0.20,0
1,0.75,0,0.41,1
2,1.23,0,0.40,0
2,2.20,0,0.35,1
0,1.46,1,0.54,0
0,1.30,2,0.65,0
0,1.60,0,0.10,1
0,0.18,0,0.34,1
1,1.11,2,1.09,1
1,1.00,1,1.01,0
2,0.97,1,0.53,1
4,1.25,0,0.05,0
0,0.93,1,0.72,1
3,1.53,2,1.71,0
0,1.72,0,0.46,0
1,1.33,0,1.54,1
1,1.34,2,1.33,0
