GH,XGH,GA,XGA,Side
0,0.38,1,0.33,1
2,1.71,2,2.81,0
1,3.15,1,0.70,0
0,1.22,1,0.88,1
2,4.43,0,0.19,0
2,1.15,2,1.23,1
2,1.94,1,0.87,1
0,0.84,1,1.03,0
0,0.49,1,1.65,0
0,0.85,2,1.04,1
0,1.26,0,1.38,0
1,0.83,0,1.03,1
0,0.71,1,1.19,0
2,0.86,0,0.79,0
2,2.01,0,0.48,1
0,1.13,0,1.87,0
1,2.41,2,1.95,1
2,1.18,0,1.29,1
3,2.25,4,1.58,0
2,1.72,1,0.92,0
3,1.24,1,0.19,1
0,0.55,0,0.59,1
3,2.26,0,0.34,0
3,2.45,0,0.35,0
0,0.69,3,3.06,1
1,1.19,3,0.93,0
2,2.04,1,0.41,1
1,0.30,0,0.27,1
1,1.06,1,1.60,0
1,1.07,2,0.87,1
1,0.88,2,1.58,0
2,1.18,2,0.43,1
4,2.21,1,0.86,0
0,0.46,4,2.90,1
4,2.22,0,1.09,0
1,0.68,1,1.43,1
2,1.31,1,1.28,0
2,0.29,1,2.94,1
