GH,XGH,GA,XGA,Side
4,2.57,2,1.46,1
1,0.51,2,1.81,0
1,0.83,1,1.89,1
1,0.32,1,0.92,0
3,1.35,2,0.95,1
2,1.15,2,1.23,0
2,1.39,5,3.90,1
1,1.18,2,3.00,0
2,1.47,2,2.79,0
1,1.34,0,0.24,1
2,1.50,3,2.23,0
2,1.56,1,1.01,1
0,0.37,3,3.27,0
1,0.88,1,1.06,1
0,0.78,3,2.21,0
2,0.71,1,2.27,1
2,1.49,3,2.03,0
1,1.38,0,0.51,0
0,0.81,0,1.67,1
0,2.29,0,1.26,1
0,1.23,1,0.59,0
1,0.67,1,2.22,0
3,2.26,0,0.34,1
2,1.35,0,0.58,1
1,1.71,3,2.50,0
2,2.36,1,1.31,0
1,1.76,0,0.81,1
2,3.05,2,1.29,1
0,0.83,1,1.47,0
1,0.85,0,0.52,1
0,0.78,1,1.20,0
1,1.39,0,0.67,1
0,0.87,2,2.60,0
2,1.95,2,1.57,1
4,3.32,0,0.58,1
1,1.18,1,1.17,0
3,4.51,1,1.30,1
1,1.86,1,1.23,0
