GH,XGH,GA,XGA,Side
1,0.63,0,0.67,1
0,0.22,1,0.66,0
0,1.25,0,0.44,1
2,0.97,1,1.28,0
3,1.46,1,1.03,1
2,1.84,3,1.65,0
3,2.90,0,0.83,1
3,2.17,0,1.04,0
0,0.65,3,1.48,0
0,0.39,0,0.31,1
0,0.94,0,0.39,0
2,1.28,0,0.59,1
1,1.47,2,1.30,0
1,0.88,1,1.06,0
0,1.76,0,1.10,1
2,1.05,1,1.97,0
1,1.01,2,0.56,1
2,1.18,0,1.29,0
0,1.35,0,0.90,1
2,1.74,1,0.54,1
3,1.81,3,2.36,0
0,0.95,1,0.72,0
0,0.19,1,0.84,1
3,2.45,0,0.35,1
1,1.62,1,0.78,0
2,1.48,1,0.91,0
3,1.10,2,1.54,1
1,0.79,0,2.16,1
1,0.57,0,0.42,0
0,1.86,1,0.90,0
1,1.00,0,0.76,1
3,1.80,0,0.34,0
1,1.09,0,0.26,1
2,1.47,0,0.14,1
1,1.18,1,1.17,1
0,1.37,1,1.48,0
3,2.13,2,0.64,0
3,1.72,1,0.50,1
