GH,XGH,GA,XGA,Side
2,0.64,2,2.59,1
3,2.19,0,0.48,0
2,1.43,3,2.03,0
1,1.28,2,2.19,1
3,1.18,1,0.66,0
2,2.07,0,0.78,1
2,0.70,2,1.31,0
1,0.52,3,1.58,1
2,1.23,0,0.80,1
2,0.77,1,1.14,0
1,0.74,3,0.84,1
1,0.83,0,1.03,0
1,2.16,0,0.20,1
0,0.33,0,0.28,0
0,1.67,1,1.26,1
2,0.71,1,2.27,0
3,3.02,1,1.24,1
2,2.09,2,1.67,1
0,1.35,0,0.90,0
0,0.55,3,2.37,0
2,1.39,2,0.70,1
3,2.45,3,1.59,1
0,1.11,1,1.49,0
0,0.53,0,1.14,0
1,1.62,1,0.78,1
5,2.09,1,0.43,1
1,1.01,2,0.63,0
1,1.24,2,0.98,0
1,1.06,1,1.60,1
2,2.14,2,0.86,1
0,0.73,4,2.49,0
1,1.91,0,1.30,0
0,0.49,3,2.63,1
1,0.58,4,2.07,0
2,0.82,2,1.90,1
3,0.77,2,1.78,0
1,1.84,1,0.81,0
1,1.86,1,1.23,1
