GH,XGH,GA,XGA,Side
2,1.55,2,1.25,1
2,1.97,0,0.11,0
0,1.25,0,0.44,0
0,0.03,1,2.34,1
2,1.71,0,0.72,0
1,1.15,2,1.34,1
2,0.70,2,1.31,1
6,3.33,1,0.98,0
6,2.25,2,1.34,1
3,2.38,0,1.42,0
0,1.26,0,1.38,1
0,1.00,1,0.50,0
0,0.37,3,3.27,1
5,1.68,1,0.79,0
2,0.65,0,1.00,1
1,1.03,2,1.55,0
1,1.28,1,0.40,1
0,1.36,1,1.70,1
1,2.10,0,0.46,0
1,1.93,0,1.15,0
3,1.81,3,2.36,1
2,1.84,1,1.08,1
2,2.59,1,1.29,0
3,2.48,0,0.63,0
1,2.41,0,0.47,1
5,2.09,1,0.43,0
1,0.30,0,0.27,0
1,0.83,3,1.27,1
1,0.85,0,0.52,0
1,0.94,1,0.79,1
3,1.65,2,1.47,0
3,1.78,1,0.17,0
3,1.50,0,0.79,1
1,0.46,1,0.52,1
2,0.71,2,0.25,0
1,0.53,0,1.05,1
0,0.03,0,1.10,0
5,2.43,1,0.87,1
