GH,XGH,GA,XGA,Side
0,0.38,1,0.33,0
1,2.15,0,0.46,1
0,1.84,0,1.29,0
0,0.56,3,0.97,1
3,1.46,1,1.03,0
1,1.90,1,0.56,1
3,1.78,2,0.89,1
1,1.20,1,1.31,0
0,0.59,0,0.72,0
1,0.68,1,1.56,1
1,0.74,3,0.84,0
1,2.16,2,0.85,1
1,1.09,4,2.62,0
1,1.19,0,0.37,1
2,0.65,0,1.00,0
2,2.13,2,0.84,1
3,1.99,0,0.38,0
1,1.38,0,0.51,1
0,0.48,1,1.81,0
2,2.07,0,1.87,0
3,1.16,3,2.23,1
0,0.95,1,0.72,1
4,1.03,5,1.45,0
2,1.35,0,0.58,0
2,1.58,2,0.49,1
0,0.17,6,2.01,0
3,1.17,0,0.18,1
1,1.44,2,2.27,0
3,1.57,2,1.29,0
1,1.38,1,1.24,1
4,2.21,1,0.86,1
1,0.86,2,1.81,0
4,3.24,0,0.09,1
2,0.71,2,0.25,1
3,2.32,1,0.78,0
2,2.39,0,0.93,1
1,1.84,1,0.81,1
1,1.87,1,0.42,0
