GH,XGH,GA,XGA,Side
4,2.57,2,1.46,0
1,0.33,3,1.72,1
1,0.57,1,1.56,1
2,2.27,2,0.37,0
0,1.04,1,1.46,1
2,0.64,0,0.85,0
3,2.90,0,0.83,0
2,1.08,2,1.94,1
1,2.08,0,0.66,0
3,2.38,0,1.42,1
6,2.35,2,1.22,0
0,0.30,1,1.80,1
0,0.70,1,1.31,0
2,0.86,0,0.79,1
3,2.30,1,1.52,0
0,0.88,1,2.06,1
3,3.02,1,1.24,0
4,3.52,1,1.08,0
0,0.48,1,1.81,1
3,0.76,1,0.28,1
2,1.07,4,2.49,0
4,2.03,1,0.62,0
1,0.61,1,1.27,1
0,0.89,1,0.64,1
2,1.58,2,0.49,0
2,1.48,1,0.91,1
1,0.52,0,1.08,0
2,0.93,2,0.89,1
1,1.55,1,1.32,0
1,0.94,1,0.79,0
0,1.55,0,0.06,1
0,0.87,2,2.60,1
0,1.09,3,2.00,0
0,0.62,0,0.97,1
1,0.68,1,1.43,0
3,0.77,2,1.78,1
3,2.45,0,1.17,1
2,1.95,2,0.91,0
