GH,XGH,GA,XGA,Side
0,0.44,3,1.92,1
0,0.76,0,0.68,0
2,1.43,3,2.03,1
0,1.22,1,0.88,0
0,0.41,0,1.01,1
0,0.88,1,0.63,0
2,1.28,3,2.30,1
2,1.99,0,0.26,0
1,2.08,0,0.66,1
0,1.03,1,1.45,0
2,1.50,3,2.23,1
2,1.28,0,0.59,0
2,0.33,1,2.09,1
1,1.41,1,0.87,0
1,1.49,1,1.13,1
2,2.13,2,0.84,0
1,0.70,2,1.89,1
1,1.21,0,0.55,0
1,2.10,0,0.46,1
2,1.72,1,0.92,1
2,1.39,2,0.70,0
3,1.43,0,0.41,0
0,0.23,0,0.56,1
1,2.31,1,1.18,1
1,2.41,0,0.47,0
0,1.83,1,1.20,0
3,2.07,2,1.22,1
2,3.05,2,1.29,0
1,0.57,0,0.42,1
0,0.33,1,0.80,1
0,1.55,0,0.06,0
2,2.07,1,1.09,0
0,2.29,1,0.36,1
2,1.37,0,0.84,0
1,1.26,1,0.89,0
0,1.53,3,1.27,1
1,0.81,1,1.34,0
1,1.87,1,0.42,1
