GH,XGH,GA,XGA,Side
1,1.87,0,0.93,1
1,0.28,0,1.64,0
2,2.15,1,2.12,1
0,0.78,2,0.35,0
3,1.51,3,1.17,1
1,0.46,0,0.72,0
2,2.02,2,1.48,1
0,0.16,3,1.31,0
0,0.61,0,0.39,0
1,0.86,0,0.64,1
1,1.03,2,1.62,0
2,0.69,1,1.67,1
1,0.67,1,0.39,0
0,0.58,0,0.21,1
1,1.75,0,1.39,0
3,1.76,0,1.05,1
3,3.06,0,0.62,0
0,0.62,1,0.42,0
2,2.40,0,0.25,1
3,2.54,0,0.63,0
0,2.12,2,1.37,1
2,0.74,0,0.55,0
1,1.73,2,1.64,1
3,2.93,0,0.75,0
0,1.04,0,0.13,1
0,2.71,0,0.21,1
1,0.73,0,0.65,0
2,2.52,2,0.55,1
3,2.57,1,0.98,0
3,2.02,1,0.79,1
1,0.60,0,0.17,0
0,1.14,2,1.41,1
4,1.77,2,1.64,0
2,2.26,2,1.38,1
