GH,XGH,GA,XGA,Side
2,1.16,2,2.48,1
4,0.79,4,2.27,0
0,1.94,0,2.35,1
1,1.63,1,1.44,0
2,1.86,1,1.05,1
1,2.22,2,3.31,0
2,2.43,1,0.86,1
0,0.60,3,2.31,0
1,2.78,0,0.25,1
1,1.50,1,0.25,0
2,2.32,2,1.80,1
1,1.85,1,0.83,0
4,2.17,0,1.84,1
0,0.58,0,0.21,0
2,1.54,2,1.49,1
1,1.51,1,0.55,1
0,0.45,2,1.89,0
2,1.48,1,0.79,0
4,2.43,0,0.90,1
2,2.33,1,0.87,0
2,1.73,0,0.32,1
1,0.28,1,0.91,0
5,2.01,2,0.76,1
1,1.15,1,1.60,0
1,1.76,0,0.99,1
1,0.27,3,3.17,0
1,0.97,0,1.89,1
2,0.92,1,1.41,0
5,2.01,3,2.24,1
1,1.19,1,1.17,0
1,0.60,0,0.17,1
2,2.59,1,1.03,0
3,1.45,5,1.01,0
0,0.83,0,0.26,1
