GH,XGH,GA,XGA,Side
0,0.45,2,0.71,0
0,0.91,0,1.37,1
0,1.94,0,2.35,0
1,2.71,5,2.34,1
2,1.11,1,0.48,0
0,1.32,0,0.26,1
0,0.68,1,1.82,1
3,1.38,1,0.58,0
1,1.11,2,2.12,1
0,0.92,3,2.13,0
0,0.27,1,1.12,1
1,3.69,1,0.50,0
2,1.14,3,1.55,1
5,2.18,0,0.42,0
1,1.75,0,1.39,1
1,1.54,2,2.26,0
1,1.14,0,0.67,1
1,1.52,2,2.03,1
1,1.19,0,0.62,0
2,2.33,1,0.87,1
3,2.52,0,0.21,0
1,2.12,2,1.05,1
1,0.94,1,0.75,0
0,0.59,1,1.70,0
1,2.28,0,0.75,1
3,0.78,3,1.80,0
0,1.97,1,0.86,1
4,1.64,1,1.59,0
3,1.61,0,0.16,1
1,1.98,0,1.57,0
0,0.36,6,2.26,1
0,1.14,2,1.41,0
1,1.27,1,1.65,1
2,0.57,1,0.87,0
