GH,XGH,GA,XGA,Side
0,0.45,0,0.97,0
2,1.21,4,2.13,1
1,1.49,0,0.53,0
2,0.55,3,3.11,1
1,0.57,1,1.30,1
1,0.61,0,0.83,0
0,1.51,1,0.87,1
2,1.24,3,1.98,0
0,0.72,0,0.41,0
2,1.28,3,1.19,1
1,0.33,0,1.33,0
0,1.04,2,1.69,1
0,0.29,1,1.80,0
1,1.12,1,1.29,1
0,0.67,1,1.07,0
1,1.30,2,1.37,1
0,0.99,0,0.23,0
1,3.28,0,0.86,1
0,1.01,0,0.07,0
1,0.70,0,0.83,1
1,1.40,0,0.09,0
0,1.42,1,0.23,1
1,0.94,2,0.83,0
0,0.28,1,0.58,0
2,1.05,0,0.89,1
2,1.78,0,0.80,0
0,0.93,1,0.73,1
1,1.62,0,1.01,0
1,2.69,1,0.27,1
2,1.00,1,1.16,1
0,0.77,0,0.25,0
1,1.81,0,0.59,1
2,1.82,1,0.81,0
3,1.54,1,1.55,1
3,1.56,1,1.15,0
2,2.27,3,1.73,1
1,1.85,0,1.08,0
1,1.10,2,1.25,1
