GH,XGH,GA,XGA,Side
1,0.57,1,0.31,1
0,0.80,1,1.79,0
0,0.24,3,1.65,1
2,0.58,1,0.31,0
1,0.89,1,1.07,1
0,0.36,1,1.82,0
0,1.51,1,0.87,0
2,1.93,1,0.38,1
1,1.95,0,0.24,0
1,0.89,2,2.74,1
1,0.89,0,0.57,0
2,0.95,3,2.02,1
2,1.72,3,1.25,0
3,1.23,0,0.73,1
1,1.21,1,1.13,1
2,0.88,1,1.19,0
0,0.25,3,0.81,1
2,1.37,3,1.37,0
1,1.16,2,1.13,1
3,2.02,0,0.96,0
3,2.23,0,0.69,1
3,1.37,1,1.10,0
1,0.40,2,0.84,1
2,2.40,1,0.50,0
2,1.05,1,2.88,1
2,1.78,0,0.80,1
1,0.53,0,1.41,0
0,0.46,1,1.05,1
1,1.01,1,0.89,0
1,0.30,1,2.46,1
1,0.53,0,0.67,0
2,1.03,0,0.57,1
1,1.34,0,0.32,0
0,1.15,0,0.54,0
1,0.41,2,1.39,1
3,2.04,1,1.22,0
1,1.70,2,2.15,1
1,1.52,0,0.39,0
