GH,XGH,GA,XGA,Side
3,2.71,0,0.41,1
1,1.34,3,2.45,0
2,2.08,0,0.38,1
0,1.01,2,0.74,0
1,0.89,1,1.07,0
1,0.61,0,0.83,1
1,1.29,2,1.96,0
3,2.25,2,0.84,1
0,1.21,0,0.44,0
3,3.09,2,1.06,1
1,1.01,2,1.11,0
1,1.64,1,1.13,1
2,1.13,0,0.36,1
1,1.17,3,1.21,0
5,3.79,0,0.46,1
0,0.99,0,0.28,0
1,2.29,3,2.92,1
1,1.06,0,1.37,0
0,0.75,0,1.10,1
1,1.93,1,1.71,0
1,1.52,1,0.51,1
1,1.28,1,0.60,0
1,0.55,1,0.86,1
2,2.40,1,0.50,1
2,1.05,0,0.89,0
2,0.86,0,0.40,1
0,0.16,0,0.77,1
0,0.48,5,3.66,0
3,3.16,0,0.35,1
0,0.69,0,1.90,0
1,1.49,0,0.90,0
0,1.27,0,1.06,0
4,2.35,0,0.00,1
1,1.37,2,1.77,0
2,0.63,3,1.36,1
0,0.93,4,1.73,0
1,1.89,2,1.20,1
2,1.47,3,2.13,0
