GH,XGH,GA,XGA,Side
0,1.48,1,0.36,0
1,1.34,3,2.45,1
3,3.67,0,0.20,1
0,0.72,4,2.24,0
3,2.99,1,1.29,1
0,0.78,2,1.19,0
0,0.33,1,1.49,1
0,0.49,1,0.86,0
1,2.41,0,0.44,1
1,0.89,0,0.57,1
2,1.19,4,2.30,0
2,1.57,1,1.19,1
1,1.12,1,1.29,0
3,4.71,1,1.32,1
0,1.02,0,2.50,0
1,2.50,0,0.11,1
1,2.31,0,1.94,0
1,1.68,1,1.07,1
1,1.19,2,0.81,1
1,1.52,1,0.51,0
1,1.98,1,2.29,0
0,2.65,1,1.56,1
0,0.35,1,1.79,0
5,2.52,2,0.71,1
0,0.49,2,1.48,0
0,0.62,2,1.88,1
2,2.29,4,1.74,0
3,1.40,0,0.91,1
0,0.48,2,2.48,0
1,0.30,1,2.46,0
0,1.72,2,0.63,1
0,0.63,0,0.70,0
2,1.82,1,0.81,1
0,0.23,3,1.41,0
4,1.67,1,1.43,1
0,1.01,1,0.86,0
0,0.39,0,0.20,1
0,0.98,1,1.16,0
