GH,XGH,GA,XGA,Side
1,0.57,1,0.31,0
3,1.24,0,0.82,1
0,1.20,1,1.00,0
2,1.33,2,0.91,1
2,2.53,3,1.49,0
4,2.79,0,0.21,0
2,1.56,2,3.22,1
2,0.39,2,2.01,0
0,0.49,1,0.86,1
3,1.34,0,0.88,0
2,2.65,1,0.69,1
1,1.64,1,1.13,0
1,2.86,1,1.38,1
0,1.16,0,1.00,0
1,0.85,1,1.04,1
1,1.42,3,1.07,0
1,0.73,3,2.32,1
2,1.28,2,1.24,0
0,1.01,0,0.07,1
3,2.02,0,0.96,1
1,1.41,1,0.97,0
3,2.30,0,0.24,1
1,0.30,1,1.39,0
2,1.18,0,0.56,1
0,0.22,1,1.73,1
2,0.98,1,1.07,0
3,1.40,0,0.91,0
1,0.54,2,2.19,1
0,1.27,4,2.73,0
4,2.22,1,1.75,1
1,1.49,0,0.90,1
0,0.56,0,0.72,0
1,1.44,1,0.50,1
2,2.31,1,0.59,0
0,0.33,1,2.82,1
2,1.89,2,0.31,0
2,1.86,1,0.63,1
1,1.10,2,1.25,0
