GH,XGH,GA,XGA,Side
1,0.73,2,0.42,1
3,1.64,2,1.11,0
1,1.49,0,0.53,1
2,2.78,1,0.22,0
2,2.53,3,1.49,1
3,2.99,1,1.29,0
4,3.63,0,0.52,1
2,2.78,1,0.33,0
2,1.28,6,1.59,1
0,0.57,1,0.91,0
2,1.36,1,1.36,1
0,0.68,1,1.15,1
0,0.32,1,1.70,1
0,0.37,3,1.96,0
2,0.46,0,1.52,1
1,2.29,3,2.92,0
4,3.53,0,0.14,1
1,1.16,2,1.13,0
1,0.58,1,0.46,0
1,0.39,1,1.11,1
3,1.29,0,0.79,0
0,1.42,1,0.23,0
1,0.84,1,0.82,1
2,1.18,0,0.56,0
0,0.49,2,1.48,1
2,0.76,1,1.47,0
2,2.09,0,0.20,0
1,0.27,2,0.89,1
2,2.66,0,0.40,0
0,0.67,2,2.62,1
1,0.78,2,1.19,1
2,1.09,1,1.20,0
4,1.44,2,2.29,0
1,0.69,2,0.50,1
3,1.67,3,2.77,0
0,0.93,4,1.73,1
0,0.80,1,2.37,0
1,1.52,0,0.39,1
