GH,XGH,GA,XGA,Side
0,0.30,3,2.09,1
0,0.75,0,0.23,1
1,1.23,0,0.32,0
0,1.01,2,0.74,1
5,2.79,1,0.33,0
2,1.48,0,1.98,1
1,2.51,1,0.54,0
2,0.39,2,2.01,1
5,2.29,0,0.59,0
1,2.41,0,0.44,0
2,0.99,1,0.76,1
2,0.95,3,2.02,0
0,0.29,1,1.80,1
3,2.14,0,0.14,0
0,0.37,3,1.96,1
2,2.25,1,0.71,0
1,2.22,0,1.00,1
4,3.72,0,0.48,0
0,0.09,1,1.38,1
1,1.96,0,0.51,0
0,1.03,3,0.83,0
1,1.44,1,0.25,1
1,0.55,1,0.86,0
1,0.85,1,1.38,1
3,1.30,2,2.14,0
2,1.23,3,1.32,1
4,2.72,1,0.84,1
0,0.48,2,2.48,1
2,1.59,0,0.23,0
4,2.22,1,1.75,0
1,0.53,0,0.67,1
1,1.81,0,0.59,0
1,0.51,1,0.65,1
1,0.69,2,0.50,0
4,2.39,1,1.32,1
2,0.83,1,1.07,0
2,0.91,2,2.57,1
2,1.73,1,0.23,0
