GH,XGH,GA,XGA,Side
0,0.30,3,2.09,0
2,1.42,1,0.56,1
4,2.36,1,1.21,0
2,2.78,1,0.22,1
2,2.13,0,0.16,1
2,1.73,0,0.27,0
0,0.78,2,1.19,1
3,2.25,2,0.84,0
0,0.72,0,0.41,1
1,0.74,4,1.44,0
0,1.19,2,0.46,1
0,0.30,2,1.22,0
2,1.55,1,0.31,0
0,1.16,0,1.00,1
2,1.20,2,1.75,0
2,0.88,1,1.19,1
3,1.50,0,1.66,0
0,1.01,2,2.00,1
1,1.92,1,0.94,0
1,1.96,0,0.51,1
1,0.80,2,1.89,0
2,1.23,1,0.52,1
1,0.84,1,0.82,0
0,0.48,4,2.75,0
1,1.96,0,0.61,1
0,0.62,2,1.88,0
0,0.93,1,0.73,0
3,3.37,2,0.90,1
3,0.64,1,1.09,0
0,0.69,0,1.90,1
1,1.99,1,0.29,1
0,0.61,0,1.36,1
1,1.44,1,0.50,0
0,1.07,1,0.45,1
1,0.41,2,1.39,0
4,1.19,1,0.26,1
1,2.09,1,0.16,0
5,1.82,1,0.67,1
