GH,XGH,GA,XGA,Side
4,3.46,0,0.23,0
2,1.28,1,0.78,1
1,2.72,0,0.49,1
1,2.05,2,1.02,0
1,1.05,1,0.41,1
0,0.61,0,0.42,0
2,1.10,3,2.23,1
1,2.45,1,0.28,0
1,1.19,1,0.73,1
4,2.71,0,0.54,0
0,1.13,3,1.64,1
1,1.11,1,1.11,0
0,1.47,1,0.70,1
1,1.72,0,0.56,0
2,0.79,2,2.02,1
0,1.55,1,1.25,0
2,1.45,1,1.39,0
1,1.22,2,1.67,0
1,1.50,2,1.59,1
2,0.91,2,1.64,1
0,0.85,1,1.07,0
0,1.46,0,1.34,1
2,1.25,1,0.84,0
1,0.61,1,1.42,1
2,0.79,1,1.86,0
1,1.38,1,2.12,1
5,3.78,1,0.45,0
1,1.62,0,0.51,1
1,0.69,1,1.06,0
0,1.15,1,1.22,1
1,2.92,0,0.75,1
2,2.02,1,0.21,0
0,0.51,0,1.08,1
2,1.98,0,1.56,0
2,1.72,2,1.93,1
0,0.74,0,0.36,0
2,1.95,5,2.32,1
2,1.04,1,0.40,0

