GH,XGH,GA,XGA,Side
0,1.03,1,0.27,0
1,0.68,0,0.98,1
4,2.18,1,0.70,0
0,1.02,1,0.47,1
0,0.82,0,0.43,0
0,1.06,0,0.15,1
4,3.65,1,0.33,0
0,0.64,0,0.21,1
0,0.76,0,1.48,0
1,1.03,1,1.63,1
0,0.51,2,0.23,0
1,1.11,0,1.03,1
2,1.30,0,0.71,0
2,1.07,1,1.26,1
0,0.68,0,0.51,0
0,1.55,1,1.25,1
1,1.69,1,1.19,0
2,0.77,1,0.49,1
2,1.74,2,0.41,1
1,1.17,1,1.02,0
1,1.29,1,1.07,1
0,0.44,1,0.66,0
2,0.60,1,1.04,1
1,0.61,1,1.42,0
2,0.67,0,0.40,1
2,1.49,4,1.98,0
2,1.21,2,2.07,1
1,0.83,1,2.87,0
1,0.57,0,0.29,1
4,2.47,0,1.00,0
1,1.25,1,0.92,1
0,1.62,0,0.57,0
0,0.60,2,1.74,1
1,0.69,1,0.28,0
0,0.37,3,1.84,1
3,1.06,2,1.63,0
0,0.60,1,1.76,0
3,0.86,1,1.42,1

