GH,XGH,GA,XGA,Side
3,3.35,0,0.19,0
1,1.20,1,0.57,1
1,1.90,1,0.64,0
0,0.90,2,1.25,0
2,1.82,2,1.01,1
2,3.12,1,0.31,0
2,0.81,2,2.03,1
1,1.45,0,0.25,1
2,1.50,0,0.54,0
0,0.66,0,0.42,1
1,0.61,0,0.25,0
1,1.40,2,2.62,1
0,1.51,0,0.30,0
0,0.79,1,0.85,1
1,1.84,1,0.81,0
1,0.78,2,2.57,1
2,1.20,2,0.27,0
2,1.45,1,1.39,1
2,1.74,2,0.41,0
1,1.25,3,3.05,1
0,0.40,1,1.09,1
2,1.20,0,0.28,0
1,0.83,0,0.39,0
0,0.46,1,1.33,1
0,0.53,0,0.63,1
1,1.38,1,2.12,0
1,0.71,2,4.04,1
3,1.89,1,0.18,0
0,0.03,5,2.37,1
0,1.58,1,0.61,0
2,1.08,0,0.19,0
0,0.52,1,1.20,1
0,2.43,1,0.34,0
1,1.32,0,0.56,1
0,0.38,0,0.03,0
3,1.06,2,1.63,1
4,3.31,0,0.23,0
0,1.00,1,1.71,1

