GH,XGH,GA,XGA,Side
2,1.31,0,0.29,0
1,1.11,2,0.31,1
4,2.18,1,0.70,1
0,0.74,0,0.33,0
2,1.45,3,2.82,1
3,1.07,1,0.67,0
2,0.73,1,1.83,1
1,1.45,0,0.25,0
1,0.30,0,0.37,1
5,2.50,0,0.57,0
1,1.04,2,1.68,1
1,1.24,0,0.70,0
0,1.47,1,0.70,0
1,0.99,3,1.85,1
3,2.02,0,0.74,0
0,0.71,2,1.77,1
1,1.13,2,1.58,0
1,0.48,1,0.35,0
0,1.68,0,0.23,1
0,0.28,3,2.45,1
2,2.43,1,0.37,0
0,0.67,1,1.24,1
1,1.93,0,0.68,0
1,0.83,0,0.39,1
2,1.29,0,1.05,0
1,1.67,0,0.20,1
2,1.21,2,2.07,0
2,2.31,1,0.76,1
0,1.42,0,0.51,0
0,0.66,0,0.54,1
2,1.16,2,2.00,1
0,1.32,0,0.21,0
3,1.31,2,0.49,0
0,0.50,0,0.33,1
1,0.56,1,0.18,0
0,0.74,0,0.36,1
2,0.85,0,0.92,0
2,2.96,1,1.22,1

