GH,XGH,GA,XGA,Side
6,3.33,1,0.64,1
1,1.10,0,0.17,1
1,1.32,0,0.35,0
1,0.46,1,1.71,0
3,1.72,0,0.72,1
2,1.86,1,1.79,0
2,1.02,0,0.68,1
1,1.39,0,1.01,0
1,1.40,1,0.92,1
1,0.96,1,1.19,0
1,1.23,1,1.98,1
1,0.69,1,2.17,0
0,0.33,0,1.62,0
0,1.16,3,1.74,1
3,1.10,3,2.20,0
3,1.59,1,1.39,1
0,0.72,1,0.28,0
0,1.49,1,0.48,1
0,0.56,0,1.88,0
3,2.76,3,2.01,1
3,3.36,4,2.36,0
1,1.42,1,0.59,0
0,0.64,0,3.03,1
1,1.37,4,3.22,0
3,1.52,3,1.58,1
3,1.86,1,0.41,0
1,0.77,1,1.03,1
2,2.20,1,0.71,0
1,2.46,1,0.45,1
2,1.52,2,0.89,0
0,1.33,1,0.73,1
0,0.79,0,0.15,1
2,0.90,1,1.44,0
0,1.14,1,1.77,1
1,0.95,0,2.43,0
0,0.83,1,0.98,1
1,0.61,0,1.28,0
0,0.30,0,0.07,1
