GH,XGH,GA,XGA,Side
4,2.67,0,0.35,0
0,1.78,0,0.92,1
1,2.85,0,0.49,0
0,0.41,5,2.54,1
0,0.06,2,2.92,1
4,2.53,0,0.49,0
1,1.29,2,1.09,1
3,1.92,2,1.94,0
3,1.05,3,1.19,1
0,0.73,3,1.36,0
0,0.58,0,0.42,0
1,0.69,1,2.17,1
3,2.91,0,0.20,0
1,1.69,1,1.83,1
4,2.44,0,0.27,0
0,0.42,2,1.18,1
1,0.37,1,1.22,0
0,0.80,0,1.66,1
1,1.03,0,0.63,0
0,0.57,5,2.54,1
0,0.82,4,1.58,0
0,1.30,1,1.17,1
0,0.55,1,1.01,0
3,2.08,0,0.63,0
2,1.66,3,2.30,1
0,0.86,0,0.16,0
1,1.11,2,0.88,1
2,2.34,1,1.33,0
0,1.02,1,0.23,1
3,1.96,2,2.02,1
0,1.33,1,0.73,0
1,0.79,3,3.71,1
1,1.65,0,0.85,0
0,1.35,2,2.28,1
2,2.06,2,0.62,0
1,1.65,3,2.53,1
2,1.67,0,1.66,0
0,0.56,0,0.02,1
