GH,XGH,GA,XGA,Side
2,1.05,3,2.26,1
6,3.33,1,0.64,0
0,1.27,0,1.36,1
2,2.72,2,1.18,0
0,1.58,2,1.12,1
2,1.62,0,1.60,0
0,0.32,1,1.48,1
3,2.55,1,0.41,0
1,0.86,5,2.17,1
2,1.48,1,1.19,0
0,0.54,2,1.15,1
2,2.25,2,1.84,1
0,1.31,0,0.34,0
1,1.10,1,1.03,1
1,1.57,1,1.48,0
0,0.59,0,0.94,0
1,0.61,1,2.14,1
2,0.70,0,0.29,0
1,1.03,0,0.63,1
3,3.93,0,0.47,0
3,3.36,4,2.36,1
2,2.77,2,1.72,0
0,1.12,3,1.53,1
1,1.29,0,1.79,0
0,0.46,0,0.41,1
3,0.88,0,1.11,0
1,0.26,2,1.71,1
1,1.50,1,0.76,0
0,0.86,3,1.06,1
4,2.16,0,1.47,0
3,3.10,0,0.67,0
1,0.17,3,1.46,1
1,1.64,2,1.18,0
1,0.90,1,0.46,1
0,0.58,4,2.15,1
2,2.01,0,0.13,0
0,0.78,0,0.68,1
0,0.56,0,0.02,0
