GH,XGH,GA,XGA,Side
4,2.67,0,0.35,1
3,2.23,3,2.35,0
0,0.32,1,0.25,1
2,1.79,0,0.79,0
2,2.35,2,2.09,0
0,0.67,0,0.22,1
2,1.02,0,0.68,0
0,2.18,1,0.44,1
1,0.86,5,2.17,0
3,2.98,0,1.38,1
1,1.82,2,1.86,0
4,4.13,1,1.32,1
3,2.43,2,2.02,0
1,1.16,2,1.78,1
1,0.90,3,2.26,0
1,0.76,0,0.68,1
3,1.40,1,2.66,0
2,1.75,2,1.05,1
2,1.07,6,3.42,0
0,0.57,5,2.54,0
3,2.36,3,1.86,1
0,1.00,1,0.83,0
2,2.07,1,1.02,1
1,1.01,3,0.88,1
2,1.51,0,1.13,0
3,1.86,1,0.41,1
1,1.95,2,1.89,0
1,1.50,1,0.76,1
1,0.99,3,3.89,0
4,1.58,1,1.13,1
0,0.94,0,1.23,0
0,5.06,0,0.22,1
1,1.59,2,1.34,0
2,2.01,0,0.12,1
1,0.37,3,1.81,0
2,1.53,1,1.73,1
1,0.88,1,1.67,0
3,2.16,1,0.56,1
