GH,XGH,GA,XGA,Side
1,1.40,0,1.20,1
2,1.52,2,1.79,0
5,2.06,3,1.89,1
2,2.85,1,0.74,0
3,2.10,1,1.04,1
0,1.02,2,2.09,0
1,0.70,4,1.31,1
2,1.77,0,0.93,0
0,1.28,0,0.64,0
2,1.94,2,1.51,1
0,0.54,2,1.15,0
1,0.54,1,1.49,1
2,2.21,1,1.52,0
0,1.83,0,0.14,1
3,1.10,3,2.20,1
0,0.42,2,1.18,0
1,2.51,1,0.26,1
3,4.12,1,0.59,0
2,1.07,6,3.42,1
0,1.24,0,1.38,0
3,4.31,0,0.42,1
1,0.86,1,0.70,0
0,0.44,3,2.11,1
3,1.51,0,0.62,0
1,0.32,1,1.01,1
1,1.32,0,0.83,0
1,1.03,1,0.72,1
3,1.81,5,2.50,1
2,2.03,1,0.71,0
4,2.16,0,1.47,1
2,3.36,2,1.21,0
0,1.25,0,0.83,1
1,0.91,1,0.75,0
0,1.14,1,1.77,0
2,2.06,2,0.62,1
3,3.93,2,0.85,0
0,1.12,0,2.77,1
3,2.16,1,0.56,0
