GH,XGH,GA,XGA,Side
0,0.91,1,0.53,0
1,1.41,0,0.15,1
1,2.02,0,0.66,0
2,1.79,0,0.79,1
3,1.72,0,0.72,0
0,1.02,2,2.09,1
2,1.67,1,1.17,0
1,3.08,2,1.34,1
0,1.63,2,1.89,0
0,0.73,3,1.36,1
4,2.54,1,0.92,0
2,1.92,2,1.01,1
2,1.82,0,0.33,0
2,0.72,2,2.25,1
1,0.99,1,2.65,0
0,0.59,0,0.94,1
1,2.60,0,0.55,0
0,0.66,0,0.20,1
2,2.16,1,0.57,0
1,1.41,1,1.44,1
2,2.67,3,1.97,0
0,0.67,0,0.31,1
2,2.07,1,1.02,0
1,1.37,4,3.22,1
1,0.32,1,1.01,0
1,0.60,2,1.13,1
2,0.74,0,0.17,0
2,1.22,1,1.58,1
0,1.02,1,0.23,0
1,1.15,0,0.51,1
2,2.32,1,1.31,0
2,0.98,1,0.53,1
2,1.45,4,1.43,0
1,1.17,1,1.05,1
0,0.58,4,2.15,0
1,1.92,2,1.73,1
3,1.39,2,1.17,0
2,0.43,3,1.78,1
